day,hourlon,lat,age,r,,action,playerId,gameId
14814,11.114005,0.06855189800262451,51.4909029006958,0,160,"CreateMemberButton","P570","GA522"
14814,11.114844,0.06854653358459473,51.49091362953186,0,161,"createMember.failed","P570","GA522"
14814,11.126567,0.0689917802810669,51.49123013019562,0,204,"createMember.failed","P570","GA522"
14814,11.140812,0.06926000118255615,51.4911013841629,0,198,"createMember.failed","P570","GA522"
14814,11.152923,0.06926000118255615,51.4911013841629,0,198,"createMember.failed","P570","GA522"
14814,11.15574,0.06921708583831787,51.491042375564575,0,191,"createMember.failed","P570","GA522"
14814,11.192835,0.06842315196990967,51.48987293243408,0,51,"createMember.failed","P570","GA522"
14814,11.217445,0.06811201572418213,51.48967981338501,0,21,"CreateStoryButton","P570","GA522"
14814,11.219982,0.06810128688812256,51.48968517780304,0,22,"CommunitiesButton","P570","GA522"
14814,11.247115,0.06834805011749268,51.48915946483612,0,45,"CommunitiesButton","P570","GA522"
14814,11.207965,0.06836414337158203,51.48915410041809,0,46,"createMember.started","P570","GA522"
14814,11.248615,0.06836414337158203,51.48915410041809,0,46,"placeMember.failed","P570","GA522"
14814,11.250826,0.06832659244537354,51.48914873600006,0,45,"CommunitiesButton","P570","GA522"
14814,11.251729,0.06828904151916504,51.48916482925415,0,42,"placeMember.failed","P570","GA522"
14814,11.278149,0.06804764270782471,51.48960471153259,6,12,"CommunitiesButton","P570","GA522"
14814,11.284745,0.06804764270782471,51.48960471153259,30,12,"CommunitiesButton","P570","GA522"
14814,11.285802,0.06805300712585449,51.48960471153259,0,12,"placeMember.done","P570","GA522"
14814,11.292286,0.06805300712585449,51.48960471153259,0,12,"CommunitiesButton","P570","GA522"
14814,11.364687,0.06901323795318604,51.488832235336304,0,102,"CommunitiesButton","P570","GA522"
14814,11.366095,0.06944239139556885,51.48859083652496,0,142,"placeMember.failed","P570","GA522"
14814,11.395274,0.06972670555114746,51.48820459842682,0,187,"CommunitiesButton","P570","GA522"
14814,11.427104,0.0694960355758667,51.48774325847626,0,221,"CommunitiesButton","P570","GA522"
14814,11.428331,0.06930828094482422,51.48759305477142,0,230,"placeMember.done","P570","GA522"
14814,11.463398,0.06888449192047119,51.48792564868927,0,185,"CommunitiesButton","P570","GA522"
14814,11.465104,0.0688791275024414,51.48793637752533,0,184,"CreateMemberButton","P570","GA522"
14814,11.46548,0.0688469409942627,51.48795247077942,1,181,"createMember.failed","P570","GA522"
14814,11.477547,0.06854653358459473,51.48815095424652,0,154,"createMember.failed","P570","GA522"
14814,11.489051,0.06762385368347168,51.48861765861511,0,101,"createMember.failed","P570","GA522"
14814,11.51859,0.06723225116729736,51.48889124393463,0,85,"CommunitiesButton","P570","GA522"
14814,11.520415,0.06720006465911865,51.48894488811493,0,82,"CreateMemberButton","P570","GA522"
14814,11.507815,0.06720542907714844,51.4889395236969,0,82,"createMember.started","P570","GA522"
14814,11.520832,0.06733417510986328,51.489046812057495,0,67,"createMember.failed","P570","GA522"
14814,11.526249,0.06729662418365479,51.489084362983704,0,66,"createMember.failed","P570","GA522"
14814,11.561196,0.06797254085540771,51.48936867713928,0,14,"CommunitiesButton","P570","GA522"
14814,12.081069,0.0681602954864502,51.48945450782776,0,12,"CreateMemberButton","P576","GA523"
14814,12.100873,0.06784915924072266,51.48935258388519,0,18,"createMember.done","P576","GA523"
14814,12.192689,0.0670766830444336,51.4899480342865,0,80,"CommunitiesButton","P576","GA523"
14814,12.197837,0.06677091121673584,51.490044593811035,0,103,"placeMember.done","P576","GA523"
14814,12.214651,0.06567120552062988,51.48976027965546,0,162,"CreateMemberButton","P576","GA523"
14814,12.218976,0.0653386116027832,51.48936867713928,0,183,"createMember.done","P576","GA523"
14814,12.265195,0.06374537944793701,51.49048447608948,0,313,"CreateMemberButton","P576","GA523"
14814,12.266125,0.06363809108734131,51.490575671195984,1,323,"createMember.failed","P576","GA523"
14814,12.291685,0.0630640983581543,51.491289138793945,0,394,"CommunitiesButton","P576","GA523"
14814,12.293542,0.06299436092376709,51.49139642715454,0,404,"placeMember.done","P576","GA523"
14814,12.3161955,0.06401360034942627,51.49163246154785,0,363,"CommunitiesButton","P576","GA523"
14814,12.351589,0.06585896015167236,51.49217963218689,0,332,"CreateMemberButton","P576","GA523"
14814,12.356115,0.06585896015167236,51.49219572544098,0,333,"createMember.done","P576","GA523"
14814,12.378642,0.06654560565948486,51.49258196353912,0,356,"CreateMemberButton","P576","GA523"
14814,12.38465,0.06677627563476562,51.49270534515381,0,366,"createMember.failed","P576","GA523"
14814,12.396208,0.06673872470855713,51.492758989334106,0,372,"CommunitiesButton","P576","GA523"
14814,12.399868,0.06673336029052734,51.492769718170166,0,373,"CreateMemberButton","P576","GA523"
14814,12.400853,0.06672799587249756,51.492769718170166,0,373,"createMember.done","P576","GA523"
14814,12.404992,0.06672799587249756,51.492769718170166,0,373,"placeMember.done","P576","GA523"
14814,12.409442,0.06672799587249756,51.492769718170166,0,373,"CommunitiesButton","P576","GA523"
14814,12.445077,0.06807446479797363,51.49194896221161,0,272,"CommunitiesButton","P576","GA523"
